spot_id,spot_sector_id,spot_type_id,spot_settlement,spot_municipality,spot_state,spot_region,spot_corridor,spot_latitude,spot_longitude,spot_area_in_sqm,spot_price_sqm_mxn_rent,spot_price_total_mxn_rent,spot_price_sqm_mxn_sale,spot_price_total_mxn_sale,spot_modality,uuiid,spot_created_date
25564,13,2,POBLADO COMPUERTAS,Mexicali,Baja California,North,,32.6534234,-115.3740755,6800,400,2720000,,,Rent,5,2024-02-29
28099,15,1,REAL DEL RIO,Mexicali,Baja California,North,,32.6478699,-115.5325106,3637,100,363700,10000,36370000,Rent & Sale,13934,2024-07-04
27713,11,1,JARDINES DEL VALLE,Mexicali,Baja California,North,,32.64171643,-115.4484834,50,400,20000,,,Rent,15584,2024-06-12
29738,9,1,CALLES,Mexicali,Baja California,North,,32.631594,-115.3830156,7795,120,935400,,,Rent,3388,2024-09-11
28102,9,2,TECNOLOGICO DE BAJA CALIFORNIA,Mexicali,Baja California,North,,32.6195307,-115.399344,2000,120,240000,,,Rent,13934,2024-07-04
29065,9,2,CAMINO VIEJO,Mexicali,Baja California,North,,32.6128203,-115.4933635,59,,,33898.30508,2000000,Sale,17243,2024-08-22
28103,9,1,VILLAS DEL COLORADO,Mexicali,Baja California,North,,32.5938737,-115.3670099,1689,180,304020,,,Rent,13934,2024-07-04
27541,9,2,VILLAS DEL COLORADO,Mexicali,Baja California,North,,32.59324166,-115.3662773,3867,90,348030,,,Rent,15197,2024-05-30
29351,9,1,VILLAS DEL COLORADO,Mexicali,Baja California,North,,32.592514,-115.3682031,1689,180,304020,,,Rent,13934,2024-08-29
28488,15,1,LAS TORRES,Tijuana,Baja California,North,,32.5497873,-116.8921154,300,76.66666667,23000,,,Rent,16771,2024-07-20
26586,9,2,GARITA DE OTAY,Tijuana,Baja California,North,,32.5462766,-116.9455033,180000,,,3740,673200000,Sale,13430,2024-04-08
28262,11,2,GARITA DE OTAY,Tijuana,Baja California,North,,32.5432776,-116.9438017,1150,329.506121,378932.0392,,,Rent,12831,2024-07-14
28259,11,2,AEROPUERTO,Tijuana,Baja California,North,,32.5413697,-116.9925442,2000,213.209843,426419.686,,,Rent,12831,2024-07-14
28610,13,1,ZONA RIO,Tijuana,Baja California,North,,32.5342223,-117.0212157,296,290.740695,86059.24572,,,Rent,931,2024-07-25
27289,11,1,ZONA RIO,Tijuana,Baja California,North,,32.5313905,-117.0251664,70,539.947005,37796.29035,,,Rent,14819,2024-05-16
28256,11,1,BOSQUES DE LAS ARAUCARIAS,Tijuana,Baja California,North,,32.5307361,-116.9513526,743,700,520100,,,Rent,12831,2024-07-14
27290,13,1,SECC MONUMENTAL,Tijuana,Baja California,North,,32.530681,-117.1228215,1354,,,18323.39191,24809872.64,Sale,14819,2024-05-16
28257,11,2,ZONA RIO,Tijuana,Baja California,North,,32.5252623,-117.0141134,7000,513.6418945,3595493.262,,,Rent,12831,2024-07-14
28623,13,1,MADERO,Tijuana,Baja California,North,,32.5214899,-117.0241753,100,1000,100000,,,Rent,931,2024-07-26
30218,13,2,BUENOS AIRES NORTE,Tijuana,Baja California,North,,32.5171334,-116.9013402,280,71716.0381,20080490.67,,,Rent,17586,2024-09-24
30083,11,1,BUENOS AIRES NORTE,Tijuana,Baja California,North,,32.5171334,-116.9013402,280,242.2839125,67839.4955,,,Rent,17586,2024-09-19
25636,9,1,MURUA ORIENTE,Tijuana,Baja California,North,,32.51596464,-116.9368876,2500,271.357982,678394.955,,,Rent,7617,2024-03-01
27165,9,1,MURUA ORIENTE,Tijuana,Baja California,North,,32.51594202,-116.936834,2500,232.592556,581481.39,,,Rent,7617,2024-05-09
27783,9,1,MURUA ORIENTE,Tijuana,Baja California,North,,32.51591036,-116.9368179,3865,232.592556,898970.2289,,,Rent,12818,2024-06-18
26854,11,1,MEXICO,Tijuana,Baja California,North,,32.5149469,-117.0382471,210,,,21690.17883,4554937.555,Sale,13842,2024-04-17
26892,11,1,MEXICO,Tijuana,Baja California,North,,32.5149469,-117.0382471,60,,,94523.0304,5671381.824,Sale,13842,2024-04-19
26949,11,2,SANTA CRUZ,Tijuana,Baja California,North,,32.5069769,-116.9736948,250,,,116296.278,29074069.5,Sale,13975,2024-04-23
29458,9,2,CAÑADAS DEL FLORIDO 2DA SECCION,Tijuana,Baja California,North,,32.4743457,-116.8564318,20279,166.6913318,3380333.518,,,Rent,16319,2024-09-04
27804,9,1,LEANDRO VALLE (LAS FLORES),Tijuana,Baja California,North,,32.47079892,-116.9923109,3048,184.1357735,561245.8376,,,Rent,12818,2024-06-18
27860,9,1,LEANDRO VALLE (LAS FLORES),Tijuana,Baja California,North,,32.4642875,-116.9894219,3281,184.1357735,604149.4729,,,Rent,7617,2024-06-24
27729,9,1,JARDINES DE LA MESA,Tijuana,Baja California,North,,32.46182214,-116.9284801,3928,139.5555336,548174.136,,,Rent,12818,2024-06-13
28918,13,2,PASEOS DEL VERGEL,Tijuana,Baja California,North,,32.45525095,-116.8372443,100,1000,100000,,,Rent,931,2024-08-19
29215,11,2,LEANDRO VALLE (LAS FLORES),Tijuana,Baja California,North,,32.4544787,-116.9782405,5415,35558,192546570,,,Rent,16319,2024-08-28
27376,9,2,VILLA DEL CEDRO,Tijuana,Baja California,North,,32.438645,-117.0619509,11600,146.3,1697080,,,Rent,13715,2024-05-22
27166,9,1,LAZARO CARDENAS,Tijuana,Baja California,North,,32.43722155,-117.0135102,2362,193.82713,457819.6811,,,Rent,7617,2024-05-09
26943,9,1,BENITO JUAREZ,Playas de Rosarito,Baja California,North,,32.39882589,-117.0495401,2900,63.49509431,184135.7735,,,Rent,13975,2024-04-23
30457,15,1,POPOTLA,Playas de Rosarito,Baja California,North,,32.301818,-117.041894,600,,,8076.130417,4845678.25,Sale,17586,2024-09-25
30733,13,2,REVOLUCION,Ensenada,Baja California,North,,31.8753928,-116.5944293,270,400,108000,,,Rent,16319,2024-10-03
28598,9,1,GALI RESIDENCIAL,Ensenada,Baja California,North,,31.8506713,-116.5675706,4500,,,3311.111111,14900000,Sale,15180,2024-07-24
28161,9,1,CARLOS PACHECO 6,Ensenada,Baja California,North,,31.84749415,-116.5896875,1025,145.606722,149246.8901,,,Rent,7617,2024-07-09
20299,13,1,HIDALGO,Juárez,Chihuahua,North,,31.7441232,-106.4723155,1200,58.33333333,70000,,,Rent,931,2024-01-10
28098,15,1,ALAMOS PRONAF,Juárez,Chihuahua,North,,31.7428111,-106.4533015,5675,,,10000,56750000,Sale,13934,2024-07-04
28097,11,2,SANTA RITA,Juárez,Chihuahua,North,,31.7238635,-106.421532,120,250,30000,,,Rent,13934,2024-07-04
26926,9,1,CUERNAVACA,Juárez,Chihuahua,North,,31.7128219,-106.4248315,3100,174.444417,540777.6927,,,Rent,12818,2024-04-22
20162,13,1,ADICION CAMPESTRE,Juárez,Chihuahua,North,,31.7109994,-106.4093294,800,350,280000,,,Rent,931,2024-01-04
20164,13,1,MISIONES DEL PORTAL,Juárez,Chihuahua,North,,31.7074639,-106.4309955,689,193.82713,133546.8926,,,Rent,931,2024-01-04
28958,11,2,15 DE ENERO,Juárez,Chihuahua,North,,31.6499226,-106.401216,30660,147.3086188,4516482.252,,,Rent,16319,2024-08-20
28134,9,1,ZARAGOCITA,Juárez,Chihuahua,North,,31.63768581,-106.3370539,12400,116.296278,1442073.847,,,Rent,12818,2024-07-08
28956,11,2,CENTRO INDUSTRIAL JUAREZ  10,Juárez,Chihuahua,North,,31.615916,-106.4190894,35844,153.1234327,5488556.322,,,Rent,16319,2024-08-20
28950,11,1,CENTRO INDUSTRIAL JUAREZ  10,Juárez,Chihuahua,North,,31.615916,-106.4190894,5000,153.1234327,765617.1635,,,Rent,16319,2024-08-20
26534,9,2,SIN NOMBRE,Juárez,Chihuahua,North,,31.60647961,-106.4478034,21500,155.061704,3333826.636,,,Rent,8650,2024-04-05
20054,9,2,PARAJE DEL SUR,Juárez,Chihuahua,North,,31.59351649,-106.3875324,20000,135.678991,2713579.82,,,Rent,7617,2024-01-03
20036,9,2,PARAJE DEL SUR,Juárez,Chihuahua,North,,31.5925625,-106.3838906,40000,145.3703475,5814813.9,,,Rent,7617,2024-01-02
27385,9,1,CENTRO,Nuevo Casas Grandes,Chihuahua,North,,30.4145555,-107.9137661,874,,,6733.409611,5885000,Sale,12620,2024-05-22
29556,9,2,LOMAS DEL NORTE,Hermosillo,Sonora,North,,29.1527334,-110.9859963,10000,112.4197354,1124197.354,,,Rent,17441,2024-09-09
28594,13,2,LAS QUINTAS,Hermosillo,Sonora,North,,29.0846275,-110.9964506,502,350,175700,,,Rent,8463,2024-07-24
30091,11,2,CENTRO,Hermosillo,Sonora,North,,29.0837746,-110.9512288,3067,350,1073450,,,Rent,16319,2024-09-20
26246,11,2,VILLA DE SERIS,Hermosillo,Sonora,North,,29.0684446,-110.9478995,3021,200,604200,,,Rent,5,2024-03-25
29986,13,2,EL VERGEL,Chihuahua,Chihuahua,North,,28.7149559,-106.0981769,483,10397,5021751,,,Rent,16319,2024-09-16
20035,9,2,COMPLEJO INDUSTRIAL ORIENTE,Chihuahua,Chihuahua,North,,28.66455935,-105.9661447,20000,145.3703475,2907406.95,,,Rent,7617,2024-01-02
28713,9,2,VILLA DE ROSA,Saltillo,Coahuila de Zaragoza,North,,28.66209451,-100.5629142,15120,100.7901076,1523946.427,,,Rent,12818,2024-08-02
30724,13,2,ANGEL TRIAS,Chihuahua,Chihuahua,North,,28.6579011,-106.09998,820,400,328000,,,Rent,16319,2024-10-03
27905,15,1,SOL DE ORIENTE II ETAPA,Chihuahua,Chihuahua,North,,28.65776218,-105.9586783,360,,,3700,1332000,Sale,15982,2024-06-25
28811,13,1,AEROPUERTO,Chihuahua,Chihuahua,North,,28.64316429,-106.0069422,311,,,4823.151125,1500000,Sale,16651,2024-08-09
28804,15,1,DIAMANTE RELIZ,Chihuahua,Chihuahua,North,,28.60759054,-106.115177,2517,,,6500,16360500,Sale,16651,2024-08-08
28704,9,1,EL CONSUELO,Sabinas,Coahuila de Zaragoza,North,,27.83755108,-101.1165614,7207,87.2222085,628610.4567,,,Rent,12818,2024-08-01
25559,11,1,CENTRO,Hidalgo del Parral,Chihuahua,North,,26.93252513,-105.6738855,2478,40.3551251,100000,,,Rent,12715,2024-02-29
25572,15,1,FOVISSSTE LAS FUENTES,Hidalgo del Parral,Chihuahua,North,,26.92671412,-105.6413021,4000,12.5,50000,,,Rent,12715,2024-02-29
25573,15,1,FOVISSSTE LAS FUENTES,Hidalgo del Parral,Chihuahua,North,,26.92476749,-105.6418492,2300,12.5,28750,,,Rent,12715,2024-02-29
26028,9,1,EVA SAMANO DE LOPEZ MATEOS,Monclova,Coahuila de Zaragoza,North,,26.8613307,-101.4249621,420,60,25200,,,Rent,12818,2024-03-12
25551,9,2,VILLA FLORIDA,Reynosa,Tamaulipas,North,,26.0781664,-98.37061091,15200,129.8641771,1973935.492,,,Rent,13053,2024-02-28
30603,9,2,INDUSTRIAL REYNOSA,Reynosa,Tamaulipas,North,,26.0144038,-98.2210988,50000,145.3703475,7268517.375,,,Rent,16319,2024-10-01
26733,9,2,CONCHITA VELASCO 3ER SECTOR,Ciénega de Flores,Nuevo León,North,Ciénega De Flores,25.9643905,-100.1761689,20000,,,2384.073699,47681473.98,Sale,11335,2024-04-12
26814,9,2,MARIN SUR,Marín,Nuevo León,North,San Nicolás De Los Garza,25.85613326,-100.0232049,160000,110,17600000,,,Rent,13715,2024-04-15
28613,13,2,COSMOPOLIS 8VO SECTOR,Apodaca,Nuevo León,North,,25.8306302,-100.245101,242,350,84700,,,Rent,5,2024-07-25
27058,9,2,UNION DE COLONOS BENITO JUAREZ,General Escobedo,Nuevo León,North,General Escobedo,25.82044178,-100.3321017,14926,133.7407197,1996213.982,,,Rent,7617,2024-05-02
28619,9,2,UNION DE COLONOS BENITO JUAREZ,General Escobedo,Nuevo León,North,General Escobedo,25.81796848,-100.3436567,2600,120,312000,,,Rent,16919,2024-07-26
30588,9,2,UNION DE COLONOS BENITO JUAREZ,General Escobedo,Nuevo León,North,General Escobedo,25.8167246,-100.3669746,100758,145.3703475,14647225.47,,,Rent,16319,2024-10-01
30477,9,2,VYNMSA AEROPUERTO APODACA INDUSTRIAL PARK,Apodaca,Nuevo León,North,Apodaca,25.76925816,-100.1465142,13478,135.678991,1828681.441,,,Rent,7617,2024-09-26
30023,13,2,MONTICELLO,García,Nuevo León,North,García,25.7656928,-100.4579532,115162,5000,575810000,,,Rent,16319,2024-09-18
29054,9,2,KALOS,Apodaca,Nuevo León,North,Apodaca,25.76379735,-100.1934269,2068,130,268840,,,Rent,7617,2024-08-22
30667,13,2,VALLE DE LAS FLORES,San Nicolás de los Garza,Nuevo León,North,San Nicolás De Los Garza,25.7527991,-100.2669305,749,450,337050,,,Rent,16319,2024-10-02
26799,9,2,MILIMEX,Apodaca,Nuevo León,North,Apodaca,25.75212881,-100.194638,980,117600,115248000,,,Rent,12818,2024-04-15
30577,9,2,EL MILAGRO,Apodaca,Nuevo León,North,Apodaca,25.74662657,-100.1982683,18411,135.678991,2497985.903,,,Rent,7617,2024-09-30
23285,11,2,APODACA,Apodaca,Nuevo León,North,Apodaca Aeropuerto,25.74579369,-100.2034505,7481,300,2244300,,,Rent,8463,2024-02-21
22994,9,2,HACIENDA EL CAMPANARIO,Apodaca,Nuevo León,North,Apodaca,25.7293257,-100.1322884,15440,127.9259058,1975175.986,,,Rent,7617,2024-02-20
30580,9,2,VALLE DE TORREMOLINOS,Guadalupe,Nuevo León,North,Guadalupe,25.72469782,-100.20524,1460,110.9589041,162000,,,Rent,7617,2024-09-30
23108,11,2,RDCIAL CENTRIKA SECTOR PALMAS,Monterrey,Nuevo León,North,Centro,25.70006711,-100.307577,1078,250,269500,,,Rent,8463,2024-02-21
23036,13,2,CENTRO DE MONTERREY,Monterrey,Nuevo León,North,Centro,25.6838472,-100.3140795,944,350,330400,,,Rent,5,2024-02-21
23049,13,2,ACERO,Monterrey,Nuevo León,North,,25.6821885,-100.2888035,830,350,290500,,,Rent,5,2024-02-21
23423,11,2,ESTACION LA LEONA,San Pedro Garza García,Nuevo León,North,,25.67667358,-100.4161562,988,300,296400,,,Rent,8463,2024-02-21
23284,11,2,OBRERA,Monterrey,Nuevo León,North,Centro,25.67641,-100.290404,996,396,394416,,,Rent,8463,2024-02-21
28567,11,2,ESTACION LA LEONA,San Pedro Garza García,Nuevo León,North,Valle Poniente,25.6757803,-100.4156986,27000,329.506121,8896665.267,,,Rent,16319,2024-07-23
28582,13,2,ESTACION LA LEONA,San Pedro Garza García,Nuevo León,North,Santa Catarina,25.6757803,-100.4156986,591,300,177300,,,Rent,16319,2024-07-23
26492,13,2,CENTRO DE MONTERREY,Monterrey,Nuevo León,North,Centro,25.6742119,-100.3111947,237,350,82950,8016.877637,1900000,Rent & Sale,13221,2024-04-04
29117,11,2,CENTRO DE MONTERREY,Monterrey,Nuevo León,North,Centro,25.67413672,-100.3103151,700,340,238000,,,Rent,17282,2024-08-26
27883,11,2,LOS PINOS,Monterrey,Nuevo León,North,Santa María,25.6721496,-100.3865663,810,350,283500,55524.40123,44974765,Rent & Sale,11335,2024-06-25
23140,11,2,OBISPADO,Monterrey,Nuevo León,North,Centro,25.671488,-100.34665,30000,340,10200000,,,Rent,8463,2024-02-21
23114,11,2,RINCON DE SANTA MARIA,Monterrey,Nuevo León,North,Santa María,25.67075983,-100.3758252,1768,320,565760,,,Rent,8463,2024-02-21
23136,11,2,RINCON DE SANTA MARIA,Monterrey,Nuevo León,North,Santa María,25.67072369,-100.3762925,906,290,262740,,,Rent,8463,2024-02-21
28848,9,2,COOPERATIVA REYNOSA,Guadalupe,Nuevo León,North,Guadalupe,25.66992123,-100.1821583,20386,135,2752110,,,Rent,7617,2024-08-13
26483,11,2,LOMA LARGA,Monterrey,Nuevo León,North,Valle Oriente,25.6670669,-100.3428262,731,280,204680,,,Rent,12831,2024-04-04
26409,13,2,PROTEXA 1ER Y 2DO SECTOR,Santa Catarina,Nuevo León,North,Santa Catarina,25.6668057,-100.4362098,28,405,11340,,,Rent,11335,2024-04-03
23418,11,2,NUEVAS COLONIAS,Monterrey,Nuevo León,North,Valle Oriente,25.66482628,-100.3304009,2049,210,430290,,,Rent,8463,2024-02-21
30479,9,2,KALOS (CARR A REYNOSA),Guadalupe,Nuevo León,North,Guadalupe,25.66309294,-100.1568414,22660,130,2945800,,,Rent,7617,2024-09-26
30662,13,2,LA QUINTA,Guadalupe,Nuevo León,North,,25.6630841,-100.2428414,125,550,68750,,,Rent,16319,2024-10-02
30718,11,2,DEL VALLE,San Pedro Garza García,Nuevo León,North,Valle,25.6614947,-100.3688672,227,440.5286344,100000,,,Rent,12831,2024-10-02
26437,11,2,CENTRO DE SAN PEDRO GARZA GARCIA,San Pedro Garza García,Nuevo León,North,Valle Poniente,25.6613015,-100.3999431,7,2857.142857,20000,,,Rent,11335,2024-04-03
27033,11,2,VALLE DE SANTA ENGRACIA,San Pedro Garza García,Nuevo León,North,Ricardo Margain-gomez Morin,25.6557412,-100.3528276,6424,18.56584682,119267,,,Rent,12831,2024-04-30
28786,11,2,RDCIAL SANTA BARBARA,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.6537521,-100.3370248,6000,600,3600000,,,Rent,14247,2024-08-08
23134,11,2,TORRES REGENCY,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.65333538,-100.3361135,2800,365,1022000,,,Rent,8463,2024-02-21
23331,11,2,BOSQUES DEL VALLE,San Pedro Garza García,Nuevo León,North,,25.650605,-100.376459,2172,320,695040,,,Rent,8463,2024-02-21
27021,11,2,VALLE DE ARAGON,San Pedro Garza García,Nuevo León,North,Ricardo Margain-gomez Morin,25.6498866,-100.3581229,17315,44220,765669300,,,Rent,12831,2024-04-30
23130,11,2,VALLE ORIENTE,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.64877865,-100.3339224,63000,360,22680000,,,Rent,8463,2024-02-21
23109,11,2,VALLE ORIENTE,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.64278286,-100.3213122,297,450,133650,,,Rent,8463,2024-02-21
23110,11,2,LA MURALLA,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.6421758,-100.3276239,140000,500,70000000,,,Rent,8463,2024-02-21
26830,11,2,VALLE ORIENTE,San Pedro Garza García,Nuevo León,North,Valle Oriente,25.6418552,-100.3198959,773,430,332390,65000,50245000,Rent & Sale,10300,2024-04-16
23135,11,2,RDCIAL CARRIZALEJO,San Pedro Garza García,Nuevo León,North,Ricardo Margain-gomez Morin,25.63875542,-100.3616916,600,450,270000,,,Rent,8463,2024-02-21
26902,11,2,ALFAREROS,Monterrey,Nuevo León,North,Valle Oriente,25.63672097,-100.3151334,12299,465.185112,5721311.692,,,Rent,13686,2024-04-22
20028,9,2,SIN NOMBRE,Ramos Arizpe,Coahuila de Zaragoza,North,,25.58526254,-100.8982598,20000,135.678991,2713579.82,,,Rent,7617,2024-01-02
28666,9,1,UNIVERSIDAD,Torreón,Coahuila de Zaragoza,North,,25.57504269,-103.4266795,560,,,7053.571429,3950000,Sale,16974,2024-07-30
30049,9,1,PARQUE INDUSTRIAL,Gómez Palacio,Durango,West,,25.5663673,-103.4627926,3300,100,330000,,,Rent,7617,2024-09-18
30783,11,2,CENTRO,Guasave,Sinaloa,West,,25.5638249,-108.4608715,390,,,0.8538461538,333,Sale,16319,2024-10-04
30767,9,1,NUEVO TORREON,Torreón,Coahuila de Zaragoza,North,,25.5429169,-103.4068237,10400,102.7283789,1068375.141,,,Rent,17641,2024-10-03
30779,9,1,NUEVO TORREON,Torreón,Coahuila de Zaragoza,North,,25.5428443,-103.4069095,10400,102.7283789,1068375.141,,,Rent,17641,2024-10-03
30775,15,1,DEL VALLE I,Ramos Arizpe,Coahuila de Zaragoza,North,,25.53781981,-100.9448742,20000,,,6000,120000000,Sale,17641,2024-10-03
30538,15,1,EL BARATILLO,Ramos Arizpe,Coahuila de Zaragoza,North,,25.535015,-100.9613174,100000,,,700,70000000,Sale,17641,2024-09-27
28163,15,1,CREDICASAS,Lerdo,Durango,West,,25.5341102,-103.5317955,1268,15.77287066,20000,,,Rent,16480,2024-07-09
29629,9,2,ORIENTE,Torreón,Coahuila de Zaragoza,North,,25.5331641,-103.3754712,13815,1162.96278,16066330.81,,,Rent,16319,2024-09-10
26053,9,1,CAPELLANIA,Ramos Arizpe,Coahuila de Zaragoza,North,,25.5297788,-100.949733,770,90,69300,,,Rent,12818,2024-03-14
30780,15,1,BOSQUES DE BAJAN,Ramos Arizpe,Coahuila de Zaragoza,North,,25.50377451,-100.9662458,140000,,,1000,140000000,Sale,17641,2024-10-03
30550,9,1,BOSQUES DE BAJAN,Ramos Arizpe,Coahuila de Zaragoza,North,,25.5037503,-100.9662887,4710,151.1851614,712082.1102,,,Rent,17641,2024-09-27
30773,9,1,NUEVO MEXICO,Saltillo,Coahuila de Zaragoza,North,,25.49419074,-100.9844181,5000,,,1744.44417,8722220.85,Sale,17641,2024-10-03
30765,9,1,NUEVO MEXICO,Saltillo,Coahuila de Zaragoza,North,,25.4941859,-100.9844127,6000,116.296278,697777.668,,,Rent,17641,2024-10-03
28699,9,2,FERROPUERTO LAGUNA,Torreón,Coahuila de Zaragoza,North,,25.4807431,-103.3534512,16639,4.5,74875.5,,,Rent,12818,2024-08-01
29485,9,1,RIO BRAVO,Saltillo,Coahuila de Zaragoza,North,,25.4660573,-100.9905268,8000,76.77250335,614180.0268,,,Rent,17443,2024-09-05
26065,9,1,CAMPESTRE LAS CASAS (LOS CUÑADOS),Arteaga,Coahuila de Zaragoza,North,,25.4649125,-100.8882344,22648,,,706.4641469,16000000,Sale,12818,2024-03-14
26064,9,1,CAMPESTRE LAS CASAS (LOS CUÑADOS),Arteaga,Coahuila de Zaragoza,North,,25.46476165,-100.8882224,1600,85,136000,,,Rent,12818,2024-03-14
28723,9,2,SIN NOMBRE,Arteaga,Coahuila de Zaragoza,North,,25.46318187,-100.8871851,6867,135.678991,931707.6312,,,Rent,12818,2024-08-02
30766,9,1,VILLAS DE LOMA ALTA,Arteaga,Coahuila de Zaragoza,North,,25.4601006,-100.8891065,6923,145.3703475,1006398.916,,,Rent,17641,2024-10-03
20027,9,2,SAN ISIDRO DE LAS PALOMAS,Arteaga,Coahuila de Zaragoza,North,,25.4592856,-100.8929543,20000,135.678991,2713579.82,,,Rent,7617,2024-01-02
25708,9,1,SERVER INDUSTRIAL PARK,Arteaga,Coahuila de Zaragoza,North,,25.4583625,-100.8967031,2105,87.88598575,185000,,,Rent,12818,2024-03-05
24178,9,1,SAN ISIDRO DE LAS PALOMAS,Arteaga,Coahuila de Zaragoza,North,,25.4535273,-100.8945782,868,,,12096.77419,10500000,Sale,10464,2024-02-23
30535,15,1,TORRECILLAS Y RAMONES,Saltillo,Coahuila de Zaragoza,North,,25.4526891,-100.9308385,20000,27.5,550000,,,Rent,17641,2024-09-27
27655,9,2,UNIVERSIDAD,Saltillo,Coahuila de Zaragoza,North,,25.4523481,-101.002645,33335,50,1666750,3000,100005000,Rent & Sale,13121,2024-06-07
30778,15,1,TORRECILLAS Y RAMONES,Saltillo,Coahuila de Zaragoza,North,,25.45139801,-100.9273375,13884,,,3000,41652000,Sale,17641,2024-10-03
30771,9,1,LOS MAESTROS,Saltillo,Coahuila de Zaragoza,North,,25.44586512,-100.9994081,4564,,,120,547680,Sale,17641,2024-10-03
30764,9,1,LA CIUDADELA,Saltillo,Coahuila de Zaragoza,North,,25.44422456,-100.9359783,4600,135.678991,624123.3586,,,Rent,17641,2024-10-03
27277,13,1,CUMBRES,Saltillo,Coahuila de Zaragoza,North,,25.4426331,-100.976665,1607,,,16179.21593,26000000,Sale,14803,2024-05-16
30548,9,1,REPUBLICA,Saltillo,Coahuila de Zaragoza,North,,25.4380003,-100.985646,300,200,60000,,,Rent,17641,2024-09-27
30776,15,1,ZONA CENTRO NORTE,Saltillo,Coahuila de Zaragoza,North,,25.43169689,-100.9934369,700,,,3500,2450000,Sale,17641,2024-10-03
30774,15,1,FUNDADORES,Saltillo,Coahuila de Zaragoza,North,,25.42875734,-100.9564126,13475,,,5000,67375000,Sale,17641,2024-10-03
30777,15,1,ZONA CENTRO NORTE,Saltillo,Coahuila de Zaragoza,North,,25.42334577,-100.9900676,1020,,,7352,7499040,Sale,17641,2024-10-03
30551,15,1,BUENAVISTA,Saltillo,Coahuila de Zaragoza,North,,25.34407343,-101.0382432,82235,,,500,41117500,Sale,17641,2024-09-27
30769,15,1,EL DERRAMADERO,Saltillo,Coahuila de Zaragoza,North,,25.287753,-101.285272,110000,,,200,22000000,Sale,17641,2024-10-03
30772,9,1,EL DERRAMADERO,Saltillo,Coahuila de Zaragoza,North,,25.287753,-101.285272,7803,19.382713,151243.3095,,,Rent,17641,2024-10-03
30613,9,2,ACUEDUCTO,Culiacán,Sinaloa,West,,24.8161574,-107.4455042,142,,,20774.64789,2950000,Sale,17585,2024-10-01
28105,9,2,VIRREYES,Culiacán,Sinaloa,West,,24.7824507,-107.4108028,168,150,25200,,,Rent,13934,2024-07-04
29058,13,1,EL ESTERITO,La Paz,Baja California Sur,North,,24.16211744,-110.3071229,220,,,25000,5500000,Sale,17238,2024-08-22
30734,13,2,BELLAVISTA,La Paz,Baja California Sur,North,,24.1272929,-110.311797,225,400,90000,,,Rent,16319,2024-10-03
28900,13,2,REAL DEL PRADO,Durango,Durango,West,,24.0327671,-104.6409036,4241,,,29709.97406,126000000,Sale,17144,2024-08-16
28837,13,1,SAN JOSE DE BUENAVISTA,Los Cabos,Baja California Sur,North,,23.65574799,-109.6989435,3200,12.5,40000,,,Rent,17117,2024-08-12
28761,11,2,SHIMIZU,Mazatlán,Sinaloa,West,,23.21394118,-106.4157146,340,98.94117647,33640,,,Rent,17044,2024-08-06
28737,13,2,EL PROGRESO,Los Cabos,Baja California Sur,North,,22.93469302,-109.9396228,120,325,39000,,,Rent,17033,2024-08-05
28684,13,2,LA CIMA,Los Cabos,Baja California Sur,North,,22.91171277,-109.8869757,217,,,72350.21903,15699997.53,Sale,16989,2024-07-31
30681,13,2,SAN ANTONIO,Los Cabos,Baja California Sur,North,,22.902147,-109.8847745,23047,450,10371150,,,Rent,16319,2024-10-02
28491,15,1,CERRO DE LOS VENADOS,Los Cabos,Baja California Sur,North,,22.9000777,-109.9370326,225,,,6666.666667,1500000,Sale,16792,2024-07-21
29635,13,2,EL MEDANO EJIDAL,Los Cabos,Baja California Sur,North,,22.897023,-109.9041941,3950,775.30852,3062468.654,,,Rent,16319,2024-09-11
28216,13,2,JARDINES DEL ESTADIO,San Luis Potosí,San Luis Potosí,Shallows,,22.1395177,-100.9905814,800,118.75,95000,,,Rent,16512,2024-07-12
26801,9,2,ZONA INDUSTRIAL,San Luis Potosí,San Luis Potosí,Shallows,,22.10415678,-100.8981728,1519,106.6049215,161932.8758,,,Rent,8153,2024-04-15
20178,9,2,ZONA INDUSTRIAL,San Luis Potosí,San Luis Potosí,Shallows,,22.0840625,-100.8805942,1082,80,86560,,,Rent,8153,2024-01-05
27255,9,2,ZONA INDUSTRIAL,San Luis Potosí,San Luis Potosí,Shallows,,22.0832091,-100.8802692,2400,83.33333333,200000,,,Rent,13620,2024-05-15
28206,9,2,ZONA INDUSTRIAL,San Luis Potosí,San Luis Potosí,Shallows,,22.05173501,-100.8636175,23770,106.6049215,2533998.984,,,Rent,8153,2024-07-11
29574,9,2,ZONA INDUSTRIAL,San Luis Potosí,San Luis Potosí,Shallows,,22.0498037,-100.868639,188812,,,1162.96278,219581328.4,Sale,16319,2024-09-10
30557,15,1,BOSQUES DEL PRADO SUR,Aguascalientes,Aguascalientes,Shallows,,21.91550597,-102.3068634,200,,,13500,2700000,Sale,17678,2024-09-28
